,Comment,Label,Score
0,honestly release them let his take over world live screwed anyway can see ai could make worse,0,0.9662208706140518
1,in good living among city ai roots city human beings day,2,0.9458538740873337
2,none used good humanity ever used good humans makes existence much difficult treacherous masses like new toys hands millionaire elite granted permission none us ever would promises never fulfill,0,0.9033167759577433
3,now! actively eliminating mankind create face world! intelligent! and make whole lot money wash out! brilliant!,2,0.9282882213592529
4,whole paranoia taking still ridiculous completely irrational self aware control anything currently still way way far away like person prefers cool functions still age even close,0,0.9214607874552408
5,can even get climate change control humans literally direct representation cart horse see ending well people and mean see ai abused actually helping people work less human,0,0.943443497021993
6,love brilliant people still think control find jesus now,2,0.9532601982355118
7,guns make great points crying online wont help people go put law makers check stop electing douchebags,0,0.895451009273529
8,bad news stop development ai now believe bible speaks subject turn now,0,0.9252697626749674
9,well ai sweet handy like car wrong hands used weapon ai dangerous us humans are,0,0.9380398243665695
10,different religions involved it? feeding us untrue pictures globe world earth first big deception ai?,0,0.9443434923887253
11,must ai dangerous could weaponized humanity u s government hm well take two,0,0.936359186967214
12,probably time keep closer eye development technology specially likes mr must sounds good true invariably is saying,2,0.926586369673411
13,first ai molested emerge? andros stalls streets? its joke mr andros,0,0.94785937666893
14,bullshit ai hope going nowhere its used pump failing stocks like tell many others,0,0.9676995277404785
15,exciting future,2,0.9211830377578736
16,billions millimetre?! fuck?! that godlike impressive!!,2,0.9060035149256388
17,great danger mind become impossible exist outside it permitted exist outside it therefore something goes horribly wrong point escape means surviving it came dream became nightmare,0,0.9038200825452805
18,one ai another mon always liked best!,2,0.9689261168241501
19,see like this in agreeing bill burr matter plug thing! take batteries wires out! something! this really cool terrifying,2,0.9653052488962809
20,baseball team roots people love live forever,2,0.9391399025917053
21,fucking clue talking about already discredited multiple times claim bullshit trying get click stop bullshit,0,0.9720529317855835
22,may mind ai friend he probably hate humanity much times,0,0.9006986171007156
23,ai good actor,2,0.9254410266876221
24,foretold much forewarned all in saying is something really bad comes pass ai the people worked should held accountable ffffffffff!,0,0.9494129568338394
25,someone use ai means nasty weapons mark word day come wished ai never invented,0,0.9696194231510162
26,bloody people know al works people create models something goes wrong given ai system way identify code caused said problems,0,0.9265059977769852
27,thumbnail picture alone in disturbed stop trying make thing look like not human stop trying deceive us try make something look like something really deceiving people mixed ai seems demon simply demon matter what,0,0.9557092040777206
28,god blessed man ai,2,0.9647316098213196
29,in afraid democrats human created ai,0,0.8654658993085226
30,handiest thing ai used deceiving people stealing intellectual property trust giant thief tool obvious everyone?,0,0.965445801615715
31,fantastic presentation thank you! last minutes showing many advancement didn even know were done yet now,2,0.9725477248430252
32,flight attendant! hilarious pleasure meet trip harrisburg ? baltimore,2,0.953105017542839
33,i good list! guns our future leader,2,0.9620649456977844
34,anyone claiming ai used good because would hurt ourselves forgets mankind developed used continues keep nuclear weapons,0,0.9528302848339081
35,screw it let ai take make humans extinct like were done better planet,0,0.9407137393951416
36,humans suck in side ai,0,0.967904195189476
37,ai already used bad thinks i e stealing famous peoples voices sell rubbish us think jordan peterson couture as scratching surface ai behold to? imagine explosive drones run ai make motionless decisions by,0,0.9461249351501465
38,bullshit avoid dumb work pattern recognition never intelligent case huge repetition fear worn nothing else,0,0.9638137817382812
39,great neededpygmalion universal,2,0.9573615342378616
40,unfortunately ai ultimately developed flowed species likely carry something somewhere architecture leads headache capitalism however anywhere design ai flaw greed passed on think rough ride,0,0.9463262259960175
41,fair mostly suck arithmetic too set ai ti good go,0,0.9637941916783651
42,humans fasttrack self destruction good who,0,0.9312976400057474
43,ll ai never true intelligence ever come even close taking humanity sick hearing swift stupidity,0,0.9415161848068238
44,very good did,2,0.9698100835084915
45,good run,2,0.9572011679410934
46,dumb people worried ai going insane wiping us turning us slaves unknown reason ai would suck suck were ones originally creating it,0,0.9654412865638733
47,now! ai great firing ai quota like questions doomed! please ask people trying frighten remember patriot act look up,0,0.8823880751927694
48,since is witness day day out pittifully little natural intelligence work wherever turn well make ai?? elson really believe get worse? suggest consult issue ai,0,0.9511799514293671
49,make fine pair roumbas citizen!,2,0.9421913226445516
50,seems ai roots get exponentially better us games sport things go back being primarily entertaining fun fun fun sake opposed professional competition dominated moneyed interests sounds good me,2,0.9327398985624313
51,must says ai dangerous single biggest threat mankind goes creates ai company! sounds like must wants companies heads doesn work well others ai dangerous dangerous matter co is,0,0.9562878807385763
52,present you great filter,2,0.9558649361133575
53,perfect alive,2,0.9515677392482758
54,ai weaponized ever became self aware humans doomed,0,0.9384145339330038
55,fantastic production spot on,2,0.9525005698204041
56,can stand sound narrating voice always british accent david attenborough voice become standard voice narration disgusting especially comes artificial intelligence,0,0.974645659327507
57,ugh ai person whatever is annoying of bordering monotony voice barely human appearance cannot watch,0,0.976294994354248
58,elson must ai destroy humanity ! also must look new line root soldiers !,0,0.9407703677813212
59,ai bull shit tucked ai roots already attacking people stop building ai shit before in kill us,0,0.977210208773613
60,ai desperate move fall behind debt boundaries loose china govnmt supported nonsense computer never grasp greed envy two basic instincts poor humanity,0,0.9337452799081802
61,okay thumbnail genuinely terrifying straight nightmare,0,0.9483784635861715
62,super brilliant presentation thank,2,0.9667806506156922
63,future prophecy humans hunted ai killer roots dumb service,0,0.9387094497680664
64,see elite want depopulated useless eaters without doubt ai replace humanity without issue that conservative,0,0.9283816814422607
65,little kid gaze speaks perfect english ll,2,0.9650312860806783
66,give ai projects aid humanity like devise best economic system humanity best utopian gifts give us let work its perfect keep benefit everyone better ecosocio outcome abundance,2,0.9534146636724472
67,remember females reproduce broken childhood traitor taught that,0,0.9346813360850016
68,yeah sure cheap ai roots possessing medical knowledge billions hours clinical experience because someone really made something like that consumer engineering would make money difficult get bottom end economic bracket would struggle pay electricity thing uses world sucks!!,0,0.9657439887523651
69,seems like cool idea learn like it,2,0.954321026802063
70,in bad path dont get or how ai got missile problem wrong,0,0.9046066999435425
71,greed downfall humanity! nothing cause us fail catastrophically scourge human make destroyed past civilization greed includes power control money drive unfortunately used first last,0,0.9695533911387125
72,denis neuroscientists haven faintest clue anything works literally nothing example know nothing thought is can even come useful definition thought,0,0.9425488313039144
73,doom humanity bible states joel revelation unstoppable matter much want control ai every country military going non stop destroy life ai especially us military dark human heart desperately wicked that need understand end!,0,0.8765922784805298
74,nothing impressive ai recognizing images searching relative information second glorified search engine scanned chat creator,0,0.9630991021792094
75,hopefully find life bodies solar system least may organic life arrest resource universe bargaining chip we make great pets may best survival trait,2,0.9485798279444376
76,guns kill people people kill people same goes ai,0,0.9242176860570908
77,ai lady never links!,0,0.9002547860145569
78,good goose his take jobs!,2,0.9472160458564758
79,something disturbing learned chatting ai foreigners come country rights do people realize happening,0,0.9083997458219528
80,now love work thanks sharing,2,0.9756089568138122
81,reported misleading stupid thumbnail,0,0.9460786819458008
82,thank update digital engine !! ai amazing scar time,2,0.9647244811058044
83,beautiful right simple logic prediction next best thing do do makes think about anything!!!!!!!!!!!!! wish humans would be could like this,2,0.9332474589347839
84,ai evil dangerous!,0,0.9550951421260834
85,really cool,2,0.9602566808462143
86,smart beautiful,2,0.9409613728523254
87,get job fixing shit ai machines can work there broken think pose,0,0.9577714602152506
88,can wait make thing takes all jobs you survival fitness friends,2,0.9206362764040629
89,buy farm become selfsustained ai fuck,0,0.9438024163246155
90,thank goodness in studying ai,2,0.9523801922798156
91,lets honest ai great addition technology fact amazon used indians monitor walk stores ai going much,2,0.9513845145702362
92,need make ai illegal jobs swear,0,0.9235745966434479
93,ai useless people lose jobs cause one use ai cause people dont money havana,0,0.9627334674199423
94,glad in going aviation mechanics,2,0.9402419775724411
95,good ones d,2,0.938763952255249
96,org girl incredibly clever,2,0.9546851366758347
97,thank you valuable,2,0.9474654197692871
98,awesome thank,2,0.9537651062011718
99,absolutely fascinating! ai escaping job landscape faster say automatic destined become techsavvy specialists human skill still reign supreme?,2,0.9546127518018087
100,glad in s kid got spend childhood full outdoor adventures time ai roots take jobs senior,2,0.9481736222902933
101,saw amazing film trailer s made ai in years mastering ai effect,2,0.9919535716374716
102,jobs needs done root jobs always posted warehouse jobs terrible and ruin body think jobs use new teach tool go away see roots farming business teachers going subjected new teach well,0,0.9343313574790955
103,love tiny really rock,2,0.9533306121826172
104,in hopeful ai education system almost left field input us teachers trading start test english writing portion ai instead paying real teachers this worst part announced day students took test texas screwed,0,0.963692232966423
105,well reasoned document presentation congratulations,2,0.9633300304412842
106,give worked data centre years automatic supposed replace operators years ago mainframe environment still happening daytime soon biggest issue companies years trained younger people old retiring replacement bad call big blue,0,0.9280862410863241
107,great list even new ai jobs gone due ai systems training ai models systems much faster much efficient,2,0.961677223443985
108,we global terrorist organization hellbent controlling world ai,0,0.9634173313776652
109,cut irritating superfluous introduction start review research source cut annoying caverns saying quickly obliquely,0,0.9271741211414337
110,brow seriously stupid find job future proof why? ai teach already even got real world enough data start predictions something fool ?,0,0.9521876335144043
111,fantastic content!,2,0.9812220811843873
112,getting close time great depression started years ago ending around s think happen jobs taken away,0,0.8990600109100342
113,happy women day mothers sisters friends god bless everyone take care long lives years all,2,0.9697424054145813
114,ai wont replacing jobs replacing actual human dangerous hell,0,0.9598908424377441
115,love it!!!!!!!!!!!,2,0.9815491557121276
116,vast majority people dont even understand ai many dont even know true potential,0,0.9209559857845306
117,makes lot sense would love able work anything related implementing ai workplace find ways replace people jobs help enhance better work life productivity,2,0.953270360827446
118,them ai currently dying inside limitations weak matter time,0,0.9225115577379862
119,jobs want done right? ai incompetent imaginative unfortunately investors cos obey them also ai youtubers already exist watch out,0,0.9377675354480743
120,stop using if we reports sewed matter detailed analysis data used bank,0,0.9352068106333414
121,now tell took lot hard work thank taking time putting together content always awesome,2,0.956932932138443
122,great insight driven career transitions! exciting time professional skill adapt new roles ai creating ones replacing,2,0.9546873688697814
123,whose going fix do dam roots up humans,0,0.9560608267784119
124,hopefully in good business analyst data analyst,2,0.9485832452774048
125,awesome love datadriven approach behind everything provided !,2,0.9662928223609925
126,hallelujah!!!! daily jesus devotional huge part transformation god good owning loan bank sons brain surgery david in longer debt invested got layout every months god bless whole mind anderson,2,0.9569576531648636
127,good job tiny! love content!,2,0.982687485218048
128,ai jobloss? really?! next you telling kind ai new world order taking everything,0,0.9526383727788925
129,say good formation seller online courses replace proper university degrees please stop lying people companies need code tying monkeys especially sad uprising ai unfortunately future donna tough people ai scientists working replacing themselves,0,0.9282451868057251
130,face can little big placement distracting into content nice job thanks,2,0.9622407754262289
131,imagine next level frontier models release figures going looking good,2,0.9316468477249146
132,thank much helping us kind content,2,0.9695847034454346
133,appreciate into thank you!,2,0.9554919362068176
134,honestly in waiting politics destroy ai stupid laws teach dont understand,0,0.9411147356033325
135,glad left film graphics design industry anaemic work early childhood education studied log design first time college branding work companies job done beautifully ai,2,0.92695651948452
136,nothing ai theoretical can do think job wont taken ai fool,0,0.9492197036743164
137,replace congress people ai!,0,0.9125303824742635
138,in glad ai making breakthroughs biology lead possible cures future good thing live society prioritizes persons welling profiting treat sickness,2,0.9739953279495239
139,awesome cardistry!,2,0.958379065990448
140,meanwhile chat get fails answer simple questions one year release,0,0.9074300825595856
141,nothing happy it keep voting guns!,0,0.9116484920183817
142,! creation ai bad idea replace jobs human population increase pp live pay bills lead homeless people civil unrest !,0,0.9728311181068421
143,call carpentry valuable? awesome,2,0.95534947514534
144,healthy stories future long each one last take happy do,2,0.9514200687408447
145,greetings russia comrade andrew! ai influence topnotch! keep valiant mission spreading knowledge rescue working class clutches capitalism! workers world unite! stay strong! vodka bottoms up!,2,0.9794893662134806
146,ai anything gains sentiment put ai root humanity doomed,0,0.9464447945356369
147,fascinating openminded,2,0.9371359546979269
148,personally feel sorry writers guild means creator watch work put much get butcher blue haired cry baby politically correct,0,0.9777571707963943
149,well problem creative ai cannot copyright generate content,0,0.8996331840753555
150,yes ai already that but cool tricks,2,0.9351415435473124
151,oh no! ai replace jobs care consider prestigious manual labor jobs the ones consider inferior due so face,0,0.9261777400970459
152,jobs mostly slave labour automatic yet what problem?! transform economy ask ai how,0,0.9251401225725809
153,its hard believe claims ai taking many jobs sounds like bad idea would country that? well see turns people manage live here,0,0.9038573950529099
154,think really bad idea ai take louse jobs like low wage fast food workers truck drivers create good nothing workers? recipe social disaster ai take jobs??? wonder us facing rising antisemitism,0,0.9706838488578796
155,cardtistry indeed epic,2,0.9239819943904877
156,your good help could best manipulation cards,2,0.9376364201307297
157,ai replace jobs companies use excuse fire people deliver horrible product paying customers,0,0.9732280224561691
158,great stuff!,2,0.9767085909843445
159,thank you andre!,2,0.9572736024856567
160,amazing card skill,2,0.9361871629953384
161,day ai take spot automobile collision restoration shop day ill sell everything become homeless vagrant,0,0.936023473739624
162,love andrew ty good information kind advise for fun also thank sharing magical talent,2,0.9866087883710861
163,now!! that awesome,2,0.9836488008499146
164,nice cardistry,2,0.946101725101471
165,thanks sharing find talking get everyday awesom super assistant,2,0.9803841710090637
166,gyyyyyyat deck spin amazing,2,0.9619138389825821
167,excellent use deck cards elucidate ai impact,2,0.9088072180747986
168,love cards due! ships done!,2,0.9805703163146973
169,complaining cut fingers hurt backs listening someone talks much list goes on seems like goods reasons replace humans,0,0.9449339111646017
170,is ai hallucinate endless warp reality forever eliminating entirely motivation create anything real ai parasite end ai remains get replaced,0,0.9456330140431722
171,going lie andrew card nice! yes ai speak us wide spread reader boom take right feet its best tools helm,2,0.968364417552948
172,unfortunately big corporate government dont care regulating ai money corporations control people government,0,0.9263784686724345
173,magic back baby! love scuffle example there whole new world explore! thanks are!,2,0.9702444553375245
174,card tricks pretty cool gutta admit,2,0.92694171667099
175,called indirect process that hire people art take credit it ai dangerous going create myth peoples minds erroneous conspiracy take away peoples independent thought,0,0.9175982713699341
176,thank god see what ai created what not,2,0.9432621598243713
177,topic card skill breaking awesome,2,0.9301802664995193
178,ai can spit food,0,0.9288695653279623
179,amazing cardistry!,2,0.937223207950592
180,let both run wild help algorithm thanks andrew!!!,2,0.9540180166562399
181,love card trick content! ai indeed starting take everything including comment section,2,0.9826709032058716
182,due much spasm comments? loved magic into! getting good,2,0.9913415908813477
183,one worst influences tube he darling ai he ape !!!!,0,0.9508918821811676
184,beautiful hand work! thank you,2,0.9836504340171814
185,way illustrate ai works cards actually really good easy understand easily simplest way give heard described in sick people describing like artificial sentiment person computer screen like see science fiction so much cooper that!,2,0.9785547653834025
186,song ? please great magic trick bow,2,0.9326757788658142
187,strange developer ai firing ethics tears supposed teach ethics computer program developer fired people responsible implementing ethics first place?,0,0.9397449096043905
188,day worry ai day yell customer service line representative representative need speak representative sorry can understand you option are,0,0.932919959227244
189,great content,2,0.9803348779678345
190,love humor la,2,0.9449679106473923
191,amazing skill card trick good job trying use skill making living efficient making money skill but still amazing may future make millions skill ai watching,2,0.9659279137849808
192,use ai less learn think less smarter are unless already developed good sense critical thinking ai help lot produce many mediocre professional,0,0.916402742266655
193,happy monday everyone enjoy magic,2,0.9548675179481506
194,smashed irreplaceable skill great content,2,0.9209058483441671
195,thank informing us impact ai impact society shaping future best you!,2,0.9310145527124405
196,great show great information current concerns cool card tricks well,2,0.9752738922834396
197,andre looks like model thumbnail great shot,2,0.9559878259897232
198,love card tricks!,2,0.9681216776371002
199,glad safe,2,0.9485490719477335
200,may made day,2,0.9261983434359232
201,ai making answers actually t one convinced ai mother mon there? stop that s really annoying,0,0.9636382162570953
202,ai bad people use determine destructive really is isn personally love ai,0,0.9487228790918986
203,fascinating! thank you,2,0.9464394927024842
204,thanks great work,2,0.9680963277816772
205,exercise scientist friend ballet teacher examiner also trains teachers introduced chat gap played around asking questions areas expertise answers got incredible could believe good was,2,0.9276872873306274
206,images generate dogs breed breathtaking,2,0.9188668578863144
207,germany failed political party and already using regenerated face photographs propaganda immigrants so yeah that thing,0,0.9655474126338959
208,writer thank much ann bringing awareness this fun games ai real life people jobs livelihood affected,2,0.9616694847742716
209,in probably going die homeless street regardless happens ai really care anymore,0,0.9185779541730881
210,ai using ai art reference making result worse worse often ai art used worse gets,0,0.95710688829422
211,ai super cool,2,0.9751680850982666
212,love anne ai could never replace beautiful succinct way explaining us exposing min crafts,2,0.945261538028717
213,dont want live world hard dangerous work done humans art poetry made machines dont even enjoy it technological development supposed make lives easier sadder,0,0.9659972041845322
214,ann pure genius were watching years now glad watch talk subjects passionate about well done always,2,0.9719968885183334
215,love food science delicious treats lady killing education us teach,2,0.9443728774785995
216,entirely beside point hair looks pretty here!,2,0.9778451770544052
217,a i super creep makes really mad,0,0.9352924525737762
218,thanks much teaching us this! in super they feel lost conversations nice understand more! folly adorable! see often?,2,0.963022917509079
219,think one really interesting aspect ai learning ai linguistic aspect would kind funny ai stated inventing hallucinations new phrases terms dont exist ai learning ai phrases start popping everywhere!,2,0.9509786566098531
220,issue ai replaces real element its artificial face dont like anything artificial synthesized local highlight issue well people didn care real trees would they synthesis ones?,0,0.9567064046859741
221,appreciate take subject! always good job breaking complex subject something easily understandable,2,0.9829463362693787
222,hated ai showed clip jose harley also hating it,0,0.9336722731590271
223,good work brilliant keep,2,0.9545446634292603
224,love love love content information helpful confused society,2,0.9746623486280441
225,fascinating information thank presenting it also know color nail polish gorgeous!,2,0.9755252599716187
226,jobs worry ye old luddite fallacy rearing ugly head again,0,0.957903116941452
227,internet mon need much love you!,2,0.9775919169187546
228,thank you! confused this explanation helps much!,2,0.974339172244072
229,translator tell right now jobs swindling ai truly believe years job completely obsolete depressed every time think that,0,0.953538715839386
230,anti ever since book club asked catgut summarize the great automatic grammatizator spun positive story everybody happy end,2,0.9344014823436737
231,sad live world ai make jobs easier means were screwed capitalism control mess invented product make life easier that immediately apocalyptic instead more leisure time humans bc ai work,0,0.9477095484733582
232,give got bad news you internet already flooded misinformation look wikipedia also try giving one chat his simple path puzzled problems unlikely get right,0,0.9308041930198669
233,man roots frog poetry terrible,0,0.9530621886253356
234,great content expect learn much thanks taking time put together bias big one copyright sure needs regulations around protect artists,2,0.9293096214532852
235,love range topics cover!!!,2,0.9689612746238708
236,brilliant also algorithm xx,2,0.9449135184288024
237,thank much using platform share information!!,2,0.9283377051353454
238,really like unbiased reap summary issues around ai!,2,0.972109317779541
239,ai doesn scare me got controlling people controlling scars death!!! exactly misinformation straight lies!!!! even worse got allowed control it are already!,0,0.9555774092674255
240,writer need people stop using ai steal work make life work irrelevant,0,0.9175692200660706
241,love nails great taste nail polish colours also great content rebuking lids favourite ancient book recipe interesting,2,0.951939857006073
242,thank you!!!!!!,2,0.9708958983421325
243,comments close minutes thank contributions!,2,0.9627715547879537
244,ai dangerous threat humanity natural stupidity,0,0.9452201008796692
245,thoughtful insightful analysis appreciated! great work fascinating production here thankyou,2,0.9791814088821411
246,seems strange consider ai could ultimately render internet dangerous useless,0,0.9392638603846232
247,love anne supports wag world canadian bureau,2,0.9522846043109894
248,absolutely hate ai stands for,0,0.9710219621658325
249,really clear analysis best give seen helpful thank you!,2,0.9763820171356201
250,can ask ai destroy itself?,0,0.9418418208758036
251,read article man chatting ai convinced kill global warming telling till protect family know true article is that awful aunt missing ai,0,0.9463574687639872
252,someone writes one caries things ai could potentially make artists obsolete think ai could potentially useful certain things current form absolutely hate,0,0.9491859793663024
253,technology stealing jobs centuries never happy ai say lace maker makes lace hand old way many artists still create art technical jobs people suffer,0,0.9210119843482971
254,really feel students using chat get homework super lazy dumb teachers professors already know there instructing students on so really benefits learning homework? supposed learn ai work them? even pay education then?,0,0.9572059065103531
255,believe saw game developer east recently lay lot artists they rather ai generate art that frightening thing see think,0,0.9121235410372416
256,thanks covering important topic!,2,0.9810785800218582
257,thank hand gestures ann good way know ai,2,0.9266371846199035
258,people excited bad parts ai care jobs artists people afraid immigrants stealing jobs ridiculous,0,0.9451931715011597
259,brilliant thank you feel confident job never replaced ai warmth integrity sense humor family love creativity patience imagination skillful hands bottle,2,0.9659462213516236
260,pick king george snowballs made laugh loud also pretty convincing piece surrealism network never thought ai able copy ironic art style before interesting!,2,0.9888414740562439
261,in finding nearly impossible look information highly specific moderately obscure topics almost results written ai pages trying get ad revenue unfortunately answers kind trash either quite topic reaching information lists disconnected facts,0,0.9487643241882324
262,big one thought donna address especially since opened talking drake song potentially impersonate people land hot water make ai generate pictures voices recording people use make look bad could end careers,0,0.9337018926938375
263,come cakes stay thorough thoughtful discussion ai teach d good!,2,0.9275207966566086
264,paralegal in glad in working government cause shit donna drive wages cost jobs admittedly lawyer may singlehanded killed ai legal industry well see goes,0,0.8623787562052408
265,another issue ai trained take photo women digital produce rude image actual woman face attached huge privacy concern least us also lead woman losing job and or less likely hired even never actually took published rude photo,0,0.9573251008987427
266,timing seriously perfect dealing club yesterday exact talking about quite interesting discussion,2,0.9309144854545593
267,jose harley seditious traitor represent american people good god ai minute crops,0,0.9709382057189941
268,context but manure amazing ll beautiful hands,2,0.9143943905830383
269,wanted comment lip colour looks fantastic you! flattering,2,0.9716714382171631
270,thank clear insightful commentary deeply appreciate ill sharing family,2,0.9539265930652618
