index,Label,Score,Comment
2,2,0.9458538740873336,Me gusta vivir en una ciudad con raíces sobre una ciudad de seres humanos.
5,0,0.9033167759577432,"No se utilizará para el bien de la humanidad, sino para el beneficio de unos pocos seres humanos."
8,2,0.9282882213592528,"Mientras creamos un mundo de cara, podemos eliminar a la humanidad y hacer mucho dinero!"
11,0,0.9214607874552408,No es consciente de sí mismo y no tiene control de nada.
14,0,0.943443497021993,"Los seres humanos son la representación directa de ""carta antes del caballo"" y no veo que esto termine bien para las personas porque veo que se abusa más que ayudar a las personas a trabajar menos y ser humanas."
17,0,0.9252697626749674,La Biblia dice para detener el desarrollo de Ai ahora.
20,0,0.9380398243665696,Como un coche en las malas manos ai puede ser usado como una arma.
23,0,0.9443434923887252,El primer gran engaño con Ai será alimentarnos imágenes falsas de un globo.
26,0,0.936359186967214,El Consejo de Seguridad ha concluido así la presente etapa del examen del tema que figura en el orden del día.
29,2,0.926586369673411,Es hora de seguir observando el desarrollo de esta tecnología.
32,0,0.94785937666893,"Señor andros, ¿cuándo aparecerá el primer Ai?"
35,2,0.9211830377578736,En el informe del Secretario General (A/57/387 y Corr.1) se describen los progresos realizados en la aplicación de las recomendaciones de la Comisión Consultiva en Asuntos Administrativos y de Presupuesto (A/57/7/Add.2).
38,2,0.9060035149256388,"Es impresionante, miles de millones de milímetros!"
41,0,0.9038200825452803,Será imposible existir fuera de él si algo va mal.
44,2,0.9391399025917052,"La gente amará un equipo de basebol de raíces, pueden vivir para siempre."
47,0,0.9006986171007156,Me gustaría tener un amigo Ai.
50,2,0.925441026687622,Ella es un buen actor y no un Ai.
53,0,0.9494129568338394,"Si algo realmente malo pasa por causa de Ai, las personas que trabajan en él deberían ser consideradas responsables."
56,0,0.9265059977769852,No hay manera de que las personas que crean los modelos puedan identificar el código que causó los problemas porque no saben cómo funciona al.
59,0,0.9407137393951416,Deje que el Ai asuma el control y haga extinguir a las personas.
62,0,0.9463262259960176,"En el diseño de Ai, el defecto de la codicia es lo que nos conducirá a los dolores de cabeza."
65,0,0.9312976400057474,Los seres humanos están en el camino rápido hacia la autodestrucción.
68,0,0.9415161848068238,Nunca será una verdadera inteligencia o incluso cerca de ocupar el mundo.
71,2,0.9421913226445516,Usted hará un par de ciudadanos roumbas.
74,2,0.9327398985624312,"Me parece que si Ai y las raíces se van mejorando que nosotros en los juegos y el deporte, entonces ambas cosas pueden volver a ser, en primer lugar, divertidos y divertidos."
77,0,0.9384145339330038,Los seres humanos son condenados si Ai se convierte en consciente de sí mismo.
