index,Label,Score,Comment
0,0,0.9662208706140518,"ehrlich gesagt, lassen Sie sie einfach frei, lassen Sie die ai übernehmen. die Welt, in der wir leben, ist in jedem Fall kaputt kann nicht sehen, wie die ai es noch schlimmer machen könnte."
1,0,0.9662208706140518,Befreien Sie sie und lassen Sie die Ai übernehmen.
2,2,0.9532601982355118,"Ich liebe, wie die brillanten Leute immer noch denken, dass sie die Kontrolle haben. Finde Jesus jetzt."
3,2,0.9532601982355118,"Die brillanten Leute denken, dass sie die Kontrolle haben."
4,0,0.9676995277404784,"Dies ist Bullshit, Ai ist nur eine Hoffnung, die nirgends geht, es wird verwendet, um stocks wie tell und viele andere zu pumpen"
5,0,0.9676995277404784,"Das ist Scheiße und eine Hoffnung, die nirgends geht, wird benutzt, um versagte Lager zu pumpen."
6,2,0.96892611682415,einer zielt auf den anderen: „Ich habe dich immer am besten geliebt!“
7,2,0.96892611682415,"Einer sagte: ""Ich mochte dich immer am besten!"""
8,2,0.9653052488962808,"je mehr ich so sehe, desto mehr stimme ich mit Bill Burr über die Sache zu: ""Plug that thing! Take the batteries and the wires out! do something!"" einiges davon, obwohl wirklich cool, ist erschreckend."
9,2,0.9653052488962808,"Einiges davon, obwohl wirklich cool, ist erschreckend."
10,0,0.9720529317855836,"Sie haben keine verdammte Ahnung, was Sie über sprechen. Es wurde bereits mehrfach diskreditiert, dass die Behauptung war Bullshit. aber hier versuchen Sie zu bekommen Klick. stoppen Sie mit der Bullshit"
11,0,0.9720529317855836,"Sie haben keine Ahnung, wovon Sie sprechen."
12,0,0.9696194231510162,"jemand wird ai als Mittel der bösen Waffen verwenden. Merken Sie mein Wort, der Tag wird kommen, wenn wir wünschten, dass ai nie erfunden wurde."
13,0,0.9696194231510162,Jemand wird ai als Waffe benutzen.
14,0,0.9557092040777206,"nur aus dem thumbnail Bild allein bin ich beunruhigt. aufhören Sie zu versuchen, diese Sache aussehen wie was es nicht ist. es ist nicht ein Mensch aufhören Sie zu versuchen, uns zu täuschen. wenn Sie versuchen und machen etwas wie etwas aussehen, dass es wirklich nicht Ihre täuschenden Menschen & gemischt mit ai es scheint Dämon oder ist es einfach Dämon egal was."
15,0,0.9557092040777206,"aufhören Sie zu versuchen, diese Sache so zu machen, wie es nicht ist."
16,0,0.965445801615715,"das leichteste, wofür ai verwendet werden kann, ist das Betrügen von Menschen und das Stehlen ihrer geistigen Eigentum oder ihres Vertrauens. es ist ein riesiges Räuberwerkzeug. warum ist das nicht für alle offensichtlich?"
17,0,0.965445801615715,"Das leichteste, wofür Ai verwendet werden kann, ist es, Menschen zu täuschen und ihre geistige Eigentums- oder Vertrauensrechte zu stehlen."
18,0,0.952830284833908,"Jeder, der behauptet, Ai wird nur zum Guten verwendet werden, ""weil es uns selbst schaden würde"", vergisst, dass die Menschheit entwickelt, verwendet, und hält weiterhin Atomwaffen."
19,0,0.952830284833908,"Die Menschen, die behaupten, ai wird nur zum Guten verwendet werden, vergessen, dass die Menschheit entwickelt, verwendet, und hält weiterhin Atomwaffen."
20,0,0.967904195189476,"Menschen suck, in auf Ihrer Seite ai."
21,0,0.967904195189476,Die Menschen sind auf Ihrer Seite.
22,0,0.9638137817382812,Bullshit vermeiden dumm und kann nur auf Mustererkennung arbeiten. es kann nie intelligent sein. es ist ein Fall der riesigen Wiederholung. Dies ist Angst trägt nichts anderes.
23,0,0.9638137817382812,Bullshit kann nur auf Mustererkennung arbeiten.
